code;nom;categorie;type_unite;prix_achat;prix_comprime;prix_plaquette;prix_flacon;comprimes_par_plaquette;quantite_stock;stock_a_ajouter;seuil_alerte;date_expiration;description
MED-0169;Albendazole 1000mg (ref 169);Dermatologie;comprime_plaquette;389;632;18960;0;30;595;0;22;2028-02-05;Vente par comprimé ou plaquette — import catalogue
MED-0170;Cotrimoxazole 500mg (ref 170);Antihypertenseurs;comprime_plaquette;1102;1548;23220;0;15;453;0;28;2027-04-26;Vente par comprimé ou plaquette — import catalogue
MED-0171;Vitamine C 5mg (ref 171);Antidiabétiques;comprime_plaquette;740;1540;18480;0;12;178;0;26;2028-07-10;Vente par comprimé ou plaquette — import catalogue
MED-0172;Chloroquine 500mg (ref 172);Antiseptiques;comprime_plaquette;1332;2378;28536;0;12;607;0;12;2028-05-17;Vente par comprimé ou plaquette — import catalogue
MED-0173;Céfixime 5mg (ref 173);Sirops;comprime_plaquette;1841;2864;56955;0;20;730;0;13;2027-04-03;Vente par comprimé ou plaquette — import catalogue
MED-0174;Azithromycine 875mg (ref 174);Gastro;comprime_plaquette;1748;3222;77328;0;24;26;0;10;2027-07-29;Vente par comprimé ou plaquette — import catalogue
MED-0175;Collyre 15ml #175;Ophtalmologie;flacon;3492;0;0;4783;0;13;0;9;2028-12-12;Vente par flacon — import catalogue
MED-0176;Paracétamol 500mg (ref 176);Pédiatrie;comprime_plaquette;1169;2272;54528;0;24;369;0;10;2028-03-17;Vente par comprimé ou plaquette — import catalogue
MED-0177;Vitamine C 1000mg (ref 177);Gynécologie;comprime_plaquette;1524;2424;72720;0;30;179;0;10;2028-11-26;Vente par comprimé ou plaquette — import catalogue
MED-0178;Amoxicilline 500mg (ref 178);Antihistaminiques;comprime_plaquette;1241;1914;22968;0;12;472;0;18;2027-12-09;Vente par comprimé ou plaquette — import catalogue
MED-0179;Doxycycline 10mg (ref 179);Cardiologie;comprime_plaquette;875;1513;11792;0;8;518;0;21;2029-01-16;Vente par comprimé ou plaquette — import catalogue
MED-0180;Vitamine C 250mg (ref 180);Antibiotiques;comprime_plaquette;1280;1718;16086;0;10;236;0;29;2027-07-23;Vente par comprimé ou plaquette — import catalogue
MED-0181;Zinc 875mg (ref 181);Antalgiques;comprime_plaquette;701;1443;17316;0;12;460;0;10;2027-07-15;Vente par comprimé ou plaquette — import catalogue
MED-0182;Solution buvable 200ml #182;Pédiatrie;flacon;2981;0;0;7264;0;34;0;21;2028-09-27;Vente par flacon — import catalogue
MED-0183;Cotrimoxazole 1000mg (ref 183);Antipaludéens;comprime_plaquette;1222;1726;12724;0;8;99;0;15;2028-10-14;Vente par comprimé ou plaquette — import catalogue
MED-0184;Oméprazole 5mg (ref 184);Dermatologie;comprime_plaquette;1929;3006;42943;0;15;352;0;10;2028-11-26;Vente par comprimé ou plaquette — import catalogue
MED-0185;Metformine 1000mg (ref 185);Antihypertenseurs;comprime_plaquette;1327;1888;14607;0;8;556;0;7;2028-04-13;Vente par comprimé ou plaquette — import catalogue
MED-0186;Vitamine C 1000mg (ref 186);Antidiabétiques;comprime_plaquette;1000;1464;14210;0;10;563;0;21;2027-09-19;Vente par comprimé ou plaquette — import catalogue
MED-0187;Zinc 1000mg (ref 187);Antiseptiques;comprime_plaquette;2270;3079;36948;0;12;171;0;12;2027-06-18;Vente par comprimé ou plaquette — import catalogue
MED-0188;Ciprofloxacine 875mg (ref 188);Sirops;comprime_plaquette;510;810;8100;0;10;691;0;7;2027-09-02;Vente par comprimé ou plaquette — import catalogue
MED-0189;Solution antiseptique 200ml #189;Antiseptiques;flacon;2700;0;0;7680;0;77;0;29;2028-10-18;Vente par flacon — import catalogue
MED-0190;Metformine 5mg (ref 190);Ophtalmologie;comprime_plaquette;2015;2702;64848;0;24;662;0;15;2027-08-06;Vente par comprimé ou plaquette — import catalogue
MED-0191;Metformine 500mg (ref 191);Pédiatrie;comprime_plaquette;1221;1911;28665;0;15;625;0;6;2028-02-28;Vente par comprimé ou plaquette — import catalogue
MED-0192;Losartan 500mg (ref 192);Gynécologie;comprime_plaquette;1165;1991;23570;0;12;98;0;25;2027-06-05;Vente par comprimé ou plaquette — import catalogue
MED-0193;Diclofénac 5mg (ref 193);Antihistaminiques;comprime_plaquette;985;1674;33480;0;20;776;0;6;2028-06-07;Vente par comprimé ou plaquette — import catalogue
MED-0194;Tramadol 400mg (ref 194);Cardiologie;comprime_plaquette;1527;2578;28614;0;12;125;0;30;2028-02-19;Vente par comprimé ou plaquette — import catalogue
MED-0195;Fluconazole 500mg (ref 195);Antibiotiques;comprime_plaquette;1377;2746;52449;0;20;469;0;21;2028-08-21;Vente par comprimé ou plaquette — import catalogue
MED-0196;Gouttes auriculaires 15ml #196;Antiseptiques;flacon;1450;0;0;4481;0;52;0;14;2028-04-04;Vente par flacon — import catalogue
MED-0197;Oméprazole 1000mg (ref 197);Vitamines;comprime_plaquette;1186;2548;61152;0;24;362;0;7;2028-02-05;Vente par comprimé ou plaquette — import catalogue
MED-0198;Metronidazole 10mg (ref 198);Antipaludéens;comprime_plaquette;900;1683;40392;0;24;692;0;24;2027-08-05;Vente par comprimé ou plaquette — import catalogue
MED-0199;Vitamine B 500mg (ref 199);Dermatologie;comprime_plaquette;1387;2818;56360;0;20;691;0;27;2029-01-11;Vente par comprimé ou plaquette — import catalogue
MED-0200;Acide folique 100mg (ref 200);Antihypertenseurs;comprime_plaquette;2196;3003;60060;0;20;405;0;25;2028-02-04;Vente par comprimé ou plaquette — import catalogue
MED-0201;Ciprofloxacine 10mg (ref 201);Antidiabétiques;comprime_plaquette;1788;2746;21968;0;8;38;0;16;2028-01-15;Vente par comprimé ou plaquette — import catalogue
MED-0202;Azithromycine 400mg (ref 202);Antiseptiques;comprime_plaquette;1929;3238;36175;0;12;99;0;14;2027-06-16;Vente par comprimé ou plaquette — import catalogue
MED-0203;Suspension amoxicilline 15ml #203;Antibiotiques;flacon;3957;0;0;5921;0;72;0;6;2029-01-10;Vente par flacon — import catalogue
MED-0204;Vitamine B 5mg (ref 204);Gastro;comprime_plaquette;1433;2546;25116;0;10;659;0;30;2027-08-21;Vente par comprimé ou plaquette — import catalogue
MED-0205;Albendazole 200mg (ref 205);Ophtalmologie;comprime_plaquette;996;1782;14256;0;8;474;0;24;2027-12-21;Vente par comprimé ou plaquette — import catalogue
MED-0206;Zinc 200mg (ref 206);Pédiatrie;comprime_plaquette;1193;2287;22870;0;10;500;0;11;2028-03-15;Vente par comprimé ou plaquette — import catalogue
MED-0207;Cotrimoxazole 5mg (ref 207);Gynécologie;comprime_plaquette;1355;1991;29865;0;15;534;0;21;2028-05-06;Vente par comprimé ou plaquette — import catalogue
MED-0208;Azithromycine 400mg (ref 208);Antihistaminiques;comprime_plaquette;1266;2576;75061;0;30;400;0;22;2027-06-18;Vente par comprimé ou plaquette — import catalogue
MED-0209;Fluconazole 10mg (ref 209);Cardiologie;comprime_plaquette;326;610;18300;0;30;299;0;19;2028-08-11;Vente par comprimé ou plaquette — import catalogue
MED-0210;Sirop toux 100ml #210;Sirops;flacon;4203;0;0;5083;0;16;0;12;2028-06-08;Vente par flacon — import catalogue
MED-0211;Fer 250mg (ref 211);Antalgiques;comprime_plaquette;180;318;4770;0;15;415;0;7;2028-03-22;Vente par comprimé ou plaquette — import catalogue
MED-0212;Chloroquine 250mg (ref 212);Vitamines;comprime_plaquette;354;505;6060;0;12;169;0;9;2027-04-13;Vente par comprimé ou plaquette — import catalogue
MED-0213;Vitamine C 200mg (ref 213);Antipaludéens;comprime_plaquette;452;668;16032;0;24;650;0;5;2027-05-25;Vente par comprimé ou plaquette — import catalogue
MED-0214;Paracétamol 875mg (ref 214);Dermatologie;comprime_plaquette;437;712;7120;0;10;560;0;18;2027-06-26;Vente par comprimé ou plaquette — import catalogue
MED-0215;Zinc 875mg (ref 215);Antihypertenseurs;comprime_plaquette;648;1333;12944;0;10;657;0;19;2027-05-08;Vente par comprimé ou plaquette — import catalogue
MED-0216;Metronidazole 200mg (ref 216);Antidiabétiques;comprime_plaquette;1044;2295;45900;0;20;267;0;27;2027-07-30;Vente par comprimé ou plaquette — import catalogue
MED-0217;Sirop antipaludéen 120ml #217;Antipaludéens;flacon;2558;0;0;1512;0;50;0;12;2028-10-09;Vente par flacon — import catalogue
MED-0218;Oméprazole 100mg (ref 218);Sirops;comprime_plaquette;1349;2837;68088;0;24;89;0;21;2028-09-12;Vente par comprimé ou plaquette — import catalogue
MED-0219;Losartan 10mg (ref 219);Gastro;comprime_plaquette;103;183;3660;0;20;670;0;17;2028-03-21;Vente par comprimé ou plaquette — import catalogue
MED-0220;Artéméther 250mg (ref 220);Ophtalmologie;comprime_plaquette;1565;3329;38852;0;12;126;0;29;2028-10-20;Vente par comprimé ou plaquette — import catalogue
MED-0221;Albendazole 1000mg (ref 221);Pédiatrie;comprime_plaquette;156;281;2810;0;10;678;0;10;2029-02-03;Vente par comprimé ou plaquette — import catalogue
MED-0222;Metformine 200mg (ref 222);Gynécologie;comprime_plaquette;586;846;19940;0;24;488;0;6;2027-12-30;Vente par comprimé ou plaquette — import catalogue
MED-0223;Doxycycline 250mg (ref 223);Antihistaminiques;comprime_plaquette;656;917;27510;0;30;337;0;21;2028-04-15;Vente par comprimé ou plaquette — import catalogue
MED-0224;Sirop vitamine 15ml #224;Vitamines;flacon;2739;0;0;3575;0;9;0;29;2028-12-26;Vente par flacon — import catalogue
MED-0225;Doxycycline 875mg (ref 225);Antibiotiques;comprime_plaquette;1531;3298;39576;0;12;299;0;8;2028-03-15;Vente par comprimé ou plaquette — import catalogue
MED-0226;Oméprazole 50mg (ref 226);Antalgiques;comprime_plaquette;1365;1901;45624;0;24;211;0;20;2029-02-10;Vente par comprimé ou plaquette — import catalogue
MED-0227;Amlodipine 1000mg (ref 227);Vitamines;comprime_plaquette;1179;2226;63705;0;30;460;0;24;2027-09-05;Vente par comprimé ou plaquette — import catalogue
MED-0228;Céfixime 875mg (ref 228);Antipaludéens;comprime_plaquette;246;520;6240;0;12;333;0;19;2028-11-11;Vente par comprimé ou plaquette — import catalogue
MED-0229;Fluconazole 50mg (ref 229);Dermatologie;comprime_plaquette;1705;2925;29250;0;10;764;0;16;2028-11-23;Vente par comprimé ou plaquette — import catalogue
MED-0230;Oméprazole 875mg (ref 230);Antihypertenseurs;comprime_plaquette;2453;3341;77858;0;24;392;0;21;2029-01-28;Vente par comprimé ou plaquette — import catalogue
MED-0231;Sirop paracétamol 100ml #231;Sirops;flacon;927;0;0;2669;0;61;0;6;2027-07-12;Vente par flacon — import catalogue
MED-0232;Ibuprofène 400mg (ref 232);Antiseptiques;comprime_plaquette;1535;2742;82260;0;30;600;0;6;2028-11-13;Vente par comprimé ou plaquette — import catalogue
MED-0233;Ciprofloxacine 200mg (ref 233);Sirops;comprime_plaquette;946;1623;18132;0;12;395;0;17;2028-01-20;Vente par comprimé ou plaquette — import catalogue
MED-0234;Prednisolone 875mg (ref 234);Gastro;comprime_plaquette;258;564;5422;0;10;595;0;8;2027-11-28;Vente par comprimé ou plaquette — import catalogue
MED-0235;Zinc 875mg (ref 235);Ophtalmologie;comprime_plaquette;991;1927;46248;0;24;730;0;20;2027-09-25;Vente par comprimé ou plaquette — import catalogue
MED-0236;Metronidazole 100mg (ref 236);Pédiatrie;comprime_plaquette;236;403;12090;0;30;475;0;7;2029-01-31;Vente par comprimé ou plaquette — import catalogue
MED-0237;Vitamine B 1000mg (ref 237);Gynécologie;comprime_plaquette;224;365;8269;0;24;181;0;27;2029-02-19;Vente par comprimé ou plaquette — import catalogue
MED-0238;Lotion cutanée 100ml #238;Dermatologie;flacon;4050;0;0;4461;0;70;0;12;2027-07-07;Vente par flacon — import catalogue
MED-0239;Doxycycline 100mg (ref 239);Cardiologie;comprime_plaquette;1996;3337;33370;0;10;606;0;16;2028-06-25;Vente par comprimé ou plaquette — import catalogue
MED-0240;Céfixime 100mg (ref 240);Antibiotiques;comprime_plaquette;212;453;9060;0;20;754;0;28;2028-07-07;Vente par comprimé ou plaquette — import catalogue
MED-0241;Losartan 50mg (ref 241);Antalgiques;comprime_plaquette;1238;1777;53192;0;30;677;0;7;2028-06-07;Vente par comprimé ou plaquette — import catalogue
MED-0242;Metformine 10mg (ref 242);Vitamines;comprime_plaquette;445;625;7500;0;12;675;0;23;2027-09-07;Vente par comprimé ou plaquette — import catalogue
MED-0243;Zinc 100mg (ref 243);Antipaludéens;comprime_plaquette;1561;2159;30115;0;15;176;0;14;2027-08-20;Vente par comprimé ou plaquette — import catalogue
MED-0244;Azithromycine 1000mg (ref 244);Dermatologie;comprime_plaquette;566;1023;24552;0;24;310;0;7;2027-11-16;Vente par comprimé ou plaquette — import catalogue
MED-0245;Collyre 100ml #245;Ophtalmologie;flacon;3401;0;0;6012;0;40;0;9;2028-12-04;Vente par flacon — import catalogue
MED-0246;Vitamine C 5mg (ref 246);Antidiabétiques;comprime_plaquette;289;482;9594;0;20;177;0;10;2029-01-07;Vente par comprimé ou plaquette — import catalogue
MED-0247;Diclofénac 5mg (ref 247);Antiseptiques;comprime_plaquette;1113;2408;28896;0;12;103;0;6;2028-12-20;Vente par comprimé ou plaquette — import catalogue
MED-0248;Zinc 5mg (ref 248);Sirops;comprime_plaquette;1420;2767;33204;0;12;652;0;25;2027-04-05;Vente par comprimé ou plaquette — import catalogue
MED-0249;Amlodipine 10mg (ref 249);Gastro;comprime_plaquette;2011;2729;32748;0;12;721;0;17;2028-01-03;Vente par comprimé ou plaquette — import catalogue
MED-0250;Metformine 500mg (ref 250);Ophtalmologie;comprime_plaquette;171;345;8280;0;24;495;0;11;2028-02-16;Vente par comprimé ou plaquette — import catalogue
MED-0251;Diclofénac 100mg (ref 251);Pédiatrie;comprime_plaquette;1660;3042;36504;0;12;373;0;17;2027-07-16;Vente par comprimé ou plaquette — import catalogue
MED-0252;Solution buvable 120ml #252;Pédiatrie;flacon;2909;0;0;6101;0;18;0;15;2027-11-07;Vente par flacon — import catalogue
MED-0253;Metformine 500mg (ref 253);Antihistaminiques;comprime_plaquette;1017;1941;21969;0;12;413;0;24;2028-05-06;Vente par comprimé ou plaquette — import catalogue
MED-0254;Chloroquine 100mg (ref 254);Cardiologie;comprime_plaquette;1052;1441;43230;0;30;214;0;29;2027-08-15;Vente par comprimé ou plaquette — import catalogue
MED-0255;Amlodipine 10mg (ref 255);Antibiotiques;comprime_plaquette;1528;2142;32130;0;15;112;0;17;2028-08-03;Vente par comprimé ou plaquette — import catalogue
MED-0256;Metformine 400mg (ref 256);Antalgiques;comprime_plaquette;1383;2489;23884;0;10;689;0;26;2028-06-28;Vente par comprimé ou plaquette — import catalogue
MED-0257;Vitamine C 10mg (ref 257);Vitamines;comprime_plaquette;312;540;4320;0;8;764;0;16;2028-04-20;Vente par comprimé ou plaquette — import catalogue
MED-0258;Fer 250mg (ref 258);Antipaludéens;comprime_plaquette;191;309;4469;0;15;95;0;17;2028-08-02;Vente par comprimé ou plaquette — import catalogue
MED-0259;Solution antiseptique 200ml #259;Antiseptiques;flacon;3930;0;0;6004;0;40;0;24;2029-01-29;Vente par flacon — import catalogue
MED-0260;Diclofénac 500mg (ref 260);Antihypertenseurs;comprime_plaquette;281;496;4960;0;10;367;0;22;2028-03-13;Vente par comprimé ou plaquette — import catalogue
MED-0261;Zinc 100mg (ref 261);Antidiabétiques;comprime_plaquette;1547;2567;25670;0;10;66;0;6;2027-07-23;Vente par comprimé ou plaquette — import catalogue
MED-0262;Fluconazole 1000mg (ref 262);Antiseptiques;comprime_plaquette;1235;2040;60676;0;30;163;0;15;2028-11-21;Vente par comprimé ou plaquette — import catalogue
MED-0263;Vitamine B 100mg (ref 263);Sirops;comprime_plaquette;1763;2625;37284;0;15;541;0;22;2028-07-18;Vente par comprimé ou plaquette — import catalogue
MED-0264;Fluconazole 5mg (ref 264);Gastro;comprime_plaquette;1420;2045;24540;0;12;709;0;8;2028-05-04;Vente par comprimé ou plaquette — import catalogue
MED-0265;Tramadol 875mg (ref 265);Ophtalmologie;comprime_plaquette;2184;3070;92100;0;30;631;0;20;2027-12-01;Vente par comprimé ou plaquette — import catalogue
MED-0266;Gouttes auriculaires 15ml #266;Antiseptiques;flacon;3165;0;0;3364;0;11;0;23;2028-07-08;Vente par flacon — import catalogue
MED-0267;Azithromycine 10mg (ref 267);Gynécologie;comprime_plaquette;1941;3053;73272;0;24;171;0;26;2027-11-08;Vente par comprimé ou plaquette — import catalogue
MED-0268;Amoxicilline 5mg (ref 268);Antihistaminiques;comprime_plaquette;278;550;13200;0;24;448;0;9;2028-04-30;Vente par comprimé ou plaquette — import catalogue
MED-0269;Fluconazole 400mg (ref 269);Cardiologie;comprime_plaquette;1470;2155;32325;0;15;773;0;28;2027-05-07;Vente par comprimé ou plaquette — import catalogue
MED-0270;Fluconazole 100mg (ref 270);Antibiotiques;comprime_plaquette;586;949;18980;0;20;509;0;21;2028-03-24;Vente par comprimé ou plaquette — import catalogue
MED-0271;Vitamine B 100mg (ref 271);Antalgiques;comprime_plaquette;1261;2283;34245;0;15;758;0;26;2028-12-22;Vente par comprimé ou plaquette — import catalogue
MED-0272;Fluconazole 875mg (ref 272);Vitamines;comprime_plaquette;1057;2083;40187;0;20;250;0;14;2027-12-25;Vente par comprimé ou plaquette — import catalogue
MED-0273;Suspension amoxicilline 100ml #273;Antibiotiques;flacon;3627;0;0;7275;0;67;0;15;2028-07-08;Vente par flacon — import catalogue
MED-0274;Fer 10mg (ref 274);Dermatologie;comprime_plaquette;1625;3055;89278;0;30;408;0;17;2028-02-21;Vente par comprimé ou plaquette — import catalogue
MED-0275;Zinc 100mg (ref 275);Antihypertenseurs;comprime_plaquette;145;272;3264;0;12;374;0;19;2029-01-04;Vente par comprimé ou plaquette — import catalogue
MED-0276;Artéméther 200mg (ref 276);Antidiabétiques;comprime_plaquette;647;927;8945;0;10;298;0;9;2027-06-24;Vente par comprimé ou plaquette — import catalogue
MED-0277;Diclofénac 5mg (ref 277);Antiseptiques;comprime_plaquette;508;1093;10930;0;10;251;0;25;2027-10-29;Vente par comprimé ou plaquette — import catalogue
MED-0278;Amoxicilline 500mg (ref 278);Sirops;comprime_plaquette;965;1452;21380;0;15;25;0;22;2027-08-13;Vente par comprimé ou plaquette — import catalogue
MED-0279;Oméprazole 200mg (ref 279);Gastro;comprime_plaquette;1409;2764;41460;0;15;348;0;14;2028-12-25;Vente par comprimé ou plaquette — import catalogue
MED-0280;Sirop toux 60ml #280;Sirops;flacon;3948;0;0;2232;0;78;0;12;2028-09-02;Vente par flacon — import catalogue
MED-0281;Albendazole 250mg (ref 281);Pédiatrie;comprime_plaquette;1294;1811;17993;0;10;426;0;30;2028-07-24;Vente par comprimé ou plaquette — import catalogue
MED-0282;Azithromycine 875mg (ref 282);Gynécologie;comprime_plaquette;73;137;1096;0;8;363;0;14;2028-06-12;Vente par comprimé ou plaquette — import catalogue
MED-0283;Prednisolone 10mg (ref 283);Antihistaminiques;comprime_plaquette;1521;2123;40775;0;20;299;0;11;2027-06-28;Vente par comprimé ou plaquette — import catalogue
MED-0284;Vitamine B 100mg (ref 284);Cardiologie;comprime_plaquette;1275;1979;47496;0;24;34;0;28;2028-02-13;Vente par comprimé ou plaquette — import catalogue
MED-0285;Vitamine C 5mg (ref 285);Antibiotiques;comprime_plaquette;1625;3201;76824;0;24;674;0;17;2028-05-15;Vente par comprimé ou plaquette — import catalogue
MED-0286;Losartan 1000mg (ref 286);Antalgiques;comprime_plaquette;1133;1741;12970;0;8;351;0;12;2027-03-11;Vente par comprimé ou plaquette — import catalogue
MED-0287;Sirop antipaludéen 120ml #287;Antipaludéens;flacon;2371;0;0;3429;0;62;0;29;2027-12-03;Vente par flacon — import catalogue
MED-0288;Vitamine B 875mg (ref 288);Antipaludéens;comprime_plaquette;1902;3060;58064;0;20;261;0;6;2029-01-16;Vente par comprimé ou plaquette — import catalogue
MED-0289;Metronidazole 200mg (ref 289);Dermatologie;comprime_plaquette;431;754;9048;0;12;740;0;29;2028-01-17;Vente par comprimé ou plaquette — import catalogue
MED-0290;Fluconazole 500mg (ref 290);Antihypertenseurs;comprime_plaquette;732;1308;31284;0;24;509;0;9;2028-06-12;Vente par comprimé ou plaquette — import catalogue
MED-0291;Albendazole 5mg (ref 291);Antidiabétiques;comprime_plaquette;1191;1803;21636;0;12;795;0;22;2029-01-13;Vente par comprimé ou plaquette — import catalogue
MED-0292;Doxycycline 400mg (ref 292);Antiseptiques;comprime_plaquette;2006;3191;76584;0;24;558;0;19;2028-08-26;Vente par comprimé ou plaquette — import catalogue
MED-0293;Fluconazole 1000mg (ref 293);Sirops;comprime_plaquette;1165;2410;19280;0;8;537;0;11;2028-10-11;Vente par comprimé ou plaquette — import catalogue
MED-0294;Sirop vitamine 15ml #294;Vitamines;flacon;1413;0;0;2847;0;46;0;21;2028-05-30;Vente par flacon — import catalogue
MED-0295;Metronidazole 400mg (ref 295);Ophtalmologie;comprime_plaquette;1484;2488;59712;0;24;476;0;30;2027-04-30;Vente par comprimé ou plaquette — import catalogue
MED-0296;Metformine 100mg (ref 296);Pédiatrie;comprime_plaquette;1057;1801;34470;0;20;335;0;28;2027-03-27;Vente par comprimé ou plaquette — import catalogue
MED-0297;Acide folique 875mg (ref 297);Gynécologie;comprime_plaquette;75;112;3360;0;30;66;0;18;2028-02-20;Vente par comprimé ou plaquette — import catalogue
MED-0298;Fluconazole 500mg (ref 298);Antihistaminiques;comprime_plaquette;252;346;6883;0;20;52;0;14;2028-04-26;Vente par comprimé ou plaquette — import catalogue
MED-0299;Azithromycine 100mg (ref 299);Cardiologie;comprime_plaquette;2027;2727;81810;0;30;450;0;16;2028-03-30;Vente par comprimé ou plaquette — import catalogue
MED-0300;Metformine 50mg (ref 300);Antibiotiques;comprime_plaquette;280;428;6420;0;15;572;0;9;2029-01-02;Vente par comprimé ou plaquette — import catalogue
MED-0301;Sirop paracétamol 120ml #301;Sirops;flacon;1285;0;0;2962;0;73;0;17;2028-08-27;Vente par flacon — import catalogue
MED-0302;Ciprofloxacine 400mg (ref 302);Vitamines;comprime_plaquette;77;114;3420;0;30;494;0;26;2028-09-12;Vente par comprimé ou plaquette — import catalogue
MED-0303;Oméprazole 10mg (ref 303);Antipaludéens;comprime_plaquette;1801;3472;52080;0;15;178;0;13;2027-09-14;Vente par comprimé ou plaquette — import catalogue
MED-0304;Albendazole 500mg (ref 304);Dermatologie;comprime_plaquette;2213;3415;27320;0;8;36;0;12;2027-10-02;Vente par comprimé ou plaquette — import catalogue
MED-0305;Ibuprofène 500mg (ref 305);Antihypertenseurs;comprime_plaquette;138;237;4740;0;20;69;0;12;2027-04-19;Vente par comprimé ou plaquette — import catalogue
MED-0306;Acide folique 200mg (ref 306);Antidiabétiques;comprime_plaquette;1190;2310;23100;0;10;77;0;9;2028-08-01;Vente par comprimé ou plaquette — import catalogue
MED-0307;Vitamine C 400mg (ref 307);Antiseptiques;comprime_plaquette;1928;3096;92880;0;30;708;0;15;2027-11-02;Vente par comprimé ou plaquette — import catalogue
MED-0308;Lotion cutanée 120ml #308;Dermatologie;flacon;4389;0;0;2673;0;71;0;12;2028-05-01;Vente par flacon — import catalogue
MED-0309;Vitamine C 875mg (ref 309);Gastro;comprime_plaquette;1748;2380;19040;0;8;199;0;25;2029-01-28;Vente par comprimé ou plaquette — import catalogue
MED-0310;Oméprazole 10mg (ref 310);Ophtalmologie;comprime_plaquette;216;292;4380;0;15;707;0;17;2028-08-23;Vente par comprimé ou plaquette — import catalogue
MED-0311;Vitamine B 50mg (ref 311);Pédiatrie;comprime_plaquette;383;711;10270;0;15;266;0;12;2028-01-06;Vente par comprimé ou plaquette — import catalogue
MED-0312;Fluconazole 100mg (ref 312);Gynécologie;comprime_plaquette;1445;1996;59880;0;30;446;0;22;2028-08-28;Vente par comprimé ou plaquette — import catalogue
MED-0313;Ciprofloxacine 50mg (ref 313);Antihistaminiques;comprime_plaquette;584;1144;11440;0;10;480;0;16;2027-06-07;Vente par comprimé ou plaquette — import catalogue
MED-0314;Céfixime 400mg (ref 314);Cardiologie;comprime_plaquette;675;1199;9592;0;8;60;0;7;2027-09-13;Vente par comprimé ou plaquette — import catalogue
MED-0315;Collyre 15ml #315;Ophtalmologie;flacon;3766;0;0;7000;0;76;0;11;2028-07-07;Vente par flacon — import catalogue
MED-0316;Doxycycline 1000mg (ref 316);Antalgiques;comprime_plaquette;83;162;1903;0;12;784;0;29;2028-07-07;Vente par comprimé ou plaquette — import catalogue
MED-0317;Chloroquine 5mg (ref 317);Vitamines;comprime_plaquette;533;937;21267;0;24;309;0;17;2028-06-24;Vente par comprimé ou plaquette — import catalogue
MED-0318;Céfixime 1000mg (ref 318);Antipaludéens;comprime_plaquette;653;1171;14052;0;12;497;0;8;2028-06-27;Vente par comprimé ou plaquette — import catalogue
MED-0319;Zinc 1000mg (ref 319);Dermatologie;comprime_plaquette;879;1618;16004;0;10;779;0;9;2027-03-21;Vente par comprimé ou plaquette — import catalogue
MED-0320;Artéméther 10mg (ref 320);Antihypertenseurs;comprime_plaquette;1646;2472;46260;0;20;255;0;17;2028-10-08;Vente par comprimé ou plaquette — import catalogue
MED-0321;Chloroquine 200mg (ref 321);Antidiabétiques;comprime_plaquette;2038;2781;55620;0;20;520;0;28;2028-12-21;Vente par comprimé ou plaquette — import catalogue
MED-0322;Solution buvable 200ml #322;Pédiatrie;flacon;2687;0;0;2878;0;50;0;10;2027-07-26;Vente par flacon — import catalogue
MED-0323;Albendazole 10mg (ref 323);Sirops;comprime_plaquette;618;853;12795;0;15;677;0;6;2028-08-22;Vente par comprimé ou plaquette — import catalogue
MED-0324;Amoxicilline 500mg (ref 324);Gastro;comprime_plaquette;1317;2837;79237;0;30;665;0;12;2027-05-13;Vente par comprimé ou plaquette — import catalogue
MED-0325;Fluconazole 100mg (ref 325);Ophtalmologie;comprime_plaquette;598;995;7960;0;8;652;0;25;2029-01-15;Vente par comprimé ou plaquette — import catalogue
MED-0326;Diclofénac 200mg (ref 326);Pédiatrie;comprime_plaquette;954;2098;50352;0;24;441;0;5;2027-03-22;Vente par comprimé ou plaquette — import catalogue
MED-0327;Losartan 875mg (ref 327);Gynécologie;comprime_plaquette;579;1274;25480;0;20;710;0;18;2027-09-04;Vente par comprimé ou plaquette — import catalogue
MED-0328;Metronidazole 500mg (ref 328);Antihistaminiques;comprime_plaquette;370;709;14180;0;20;278;0;16;2027-12-03;Vente par comprimé ou plaquette — import catalogue
MED-0329;Solution antiseptique 200ml #329;Antiseptiques;flacon;1123;0;0;4556;0;56;0;19;2028-10-03;Vente par flacon — import catalogue
MED-0330;Chloroquine 400mg (ref 330);Antibiotiques;comprime_plaquette;2026;2901;34788;0;12;685;0;29;2027-04-06;Vente par comprimé ou plaquette — import catalogue
MED-0331;Ibuprofène 50mg (ref 331);Antalgiques;comprime_plaquette;1012;1644;22705;0;15;195;0;7;2028-07-28;Vente par comprimé ou plaquette — import catalogue
MED-0332;Oméprazole 1000mg (ref 332);Vitamines;comprime_plaquette;352;490;9800;0;20;255;0;11;2029-02-10;Vente par comprimé ou plaquette — import catalogue
MED-0333;Tramadol 200mg (ref 333);Antipaludéens;comprime_plaquette;210;290;3480;0;12;307;0;22;2028-10-02;Vente par comprimé ou plaquette — import catalogue
MED-0334;Cotrimoxazole 250mg (ref 334);Dermatologie;comprime_plaquette;631;1388;12929;0;10;749;0;17;2027-05-22;Vente par comprimé ou plaquette — import catalogue
MED-0335;Vitamine C 100mg (ref 335);Antihypertenseurs;comprime_plaquette;672;1084;21680;0;20;713;0;22;2028-02-07;Vente par comprimé ou plaquette — import catalogue
MED-0336;Gouttes auriculaires 200ml #336;Antiseptiques;flacon;3894;0;0;7559;0;22;0;30;2029-02-07;Vente par flacon — import catalogue
